,IB_Currency,IB_longName,IB_marketName,IB_isin,Origin_Name,Origin_Stock,Origin_Country,Origin_Currency
230,JPY,AEON MALL CO LTD,8905,JP3131430005,AEON MALL CO LTD,8905,Japan,JPY
231,AUD,AEON METALS LTD,AML,AU000000AML5,AEON METALS LTD,AML,Australia,AUD
232,USD,AEQUUS PHARMACEUTICALS INC,AQSZF,CA0076361033,AEQUUS PHARMACEUTICALS INC,AQSZF,United States of America,USD
233,USD,AERCAP HOLDINGS NV,AER,NL0000687663,AERCAP HOLDINGS NV,AER,United States of America,USD
234,USD,AERIE PHARMACEUTICALS INC,NMS,US00771V1089,AERIE PHARMACEUTICALS INC,AERI,United States of America,USD
235,AUD,AERIS ENVIRONMENTAL LTD,AEI,AU000000AEI8,AERIS ENVIRONMENTAL LTD,AEI,Australia,AUD
236,AUD,AERIS RESOURCES LTD,AIS,AU000000AIS8,AERIS RESOURCES LTD,AIS,Australia,AUD
237,USD,AERKOMM INC,PRIMQX,US00774B2088,AERKOMM INC,AKOM,United States of America,USD
238,USD,AERO PERFORMANCE PRODUCTS,AERP,US00768W1018,AERO PERFORMANCE PRODUCTS,AERP,,USD
239,USD,AEROFLEX HOLDING CORP,ARX,US0077671065,AEROFLEX HOLDING CORP,ARX,,USD
240,RUB,AEROFLOT PJSC,AFLT,RU0009062285,AEROFLOT PJSC,AFLT,Russia,RUB
241,USD,AEROJET ROCKETDYNE HOLDINGS,AJRD,US0078001056,AEROJET ROCKETDYNE HOLDINGS,AJRD,Germany,USD
242,CNH,AEROSPACE COMMUNICATIONS -A,600677,CNE000000BS6,AEROSPACE COMMUNICATIONS -A,600677,China,CNH
243,CNH,AEROSPACE HI-TECH HOLDINGS-A,000901,CNE000000Y86,AEROSPACE HI-TECH HOLDINGS-A,000901,China,CNH
244,CNH,AEROSUN CORP-A,600501,CNE000001857,AEROSUN CORP-A,600501,China,CNH
245,USD,AEROTELESIS INC,AOTL,US0080412044,AEROTELESIS INC,AOTL,,USD
246,USD,AEROVIRONMENT INC,NMS,US0080731088,AEROVIRONMENT INC,AVAV,Germany,USD
247,HKD,AESO HOLDING LTD,8341,KYG0113B1288,AESO HOLDING LTD,8341,Hong Kong,HKD
248,CAD,AETERNA ZENTARIS INC,AEZS,CA0079755017,AETERNA ZENTARIS INC,AEZS,United States of America,USD
249,CAD,AETHER CATALYST SOLUTIONS IN,ATHR,CA00810C1032,AETHER CATALYST SOLUTIONS IN,ATHR,Canada,CAD
250,USD,AETNA INC,AET,US00817Y1082,AETNA INC,AET,,
251,USD,AEVI GENOMIC MEDICINE INC,GNMX,US00835P1057,AEVI GENOMIC MEDICINE INC,GNMX,,USD
252,CHF,AEVIS VICTORIA SA,AEVS,CH0478634105,AEVIS VICTORIA SA,AEVS,Switzerland,CHF
253,SGD,AF GLOBAL LTD,L38,SG1C01001033,AF GLOBAL LTD,L38,Singapore,SGD
254,GBP,AFARAK GROUP OYJ,SSX4,FI0009800098,AFARAK GROUP OYJ,AFRK,United Kingdom,GBP
255,GBP,AFC ENERGY PLC,AMSM,GB00B18S7B29,AFC ENERGY PLC,AFC,United Kingdom,GBP
256,ILS,AFCON HOLDINGS LTD,AFHL,IL0005780130,AFCON HOLDINGS LTD,AFHL,Israel,ILS
257,USD,AFFILIATED MANAGERS GROUP,AMG,US0082521081,AFFILIATED MANAGERS GROUP,AMG,United States of America,USD
258,USD,AFFINITY BEVERAGE GROUP INC,ABVG,US00831F1012,AFFINITY BEVERAGE GROUP INC,ABVG,United States of America,USD
259,AUD,AFFINITY ENERGY AND HEALTH L,AEB,AU000000AEB3,AFFINITY ENERGY AND HEALTH L,AEB,Australia,AUD
260,USD,AFFINITY GOLD CORP,NOINFO,US00829M1009,AFFINITY GOLD CORP,AFYG,United States of America,USD
261,CAD,AFFINITY METALS CORP,AFF,CA00827Y1060,AFFINITY METALS CORP,AFF,Canada,CAD
262,USD,AFFINITY NETWORKS INC,AFFN,US00829L1026,AFFINITY NETWORKS INC,AFFN,,USD
263,CAD,AFFINOR GROWERS INC,AFI,CA00830Q3061,AFFINOR GROWERS INC,AFI,Canada,CAD
264,USD,AFFIRMATIVE INSURANCE HOLDIN,AFFMQ,US0082721061,AFFIRMATIVE INSURANCE HOLDIN,AFFMQ,,USD
265,HKD,AFFLUENT PARTNERS HOLDINGS,1466,KYG0130B1014,AFFLUENT PARTNERS HOLDINGS,1466,Hong Kong,HKD
266,USD,AFFYMAX INC,NOINFO,US00826A1097,AFFYMAX INC,AFFY,United States of America,USD
267,USD,AFI DEVELOPMENT PLC-GDR REGS,AFID,US00106J2006,AFI DEVELOPMENT PLC-GDR REGS,AFID,,USD
268,USD,AFLAC INC,AFL,US0010551028,AFLAC INC,AFL,Germany,
269,GBP,AFREN PLC,AFR,GB00B0672758,AFREN PLC,AFR,,GBP
270,USD,AFRICA ENERGY CORP,CURRENT,CA00830W1059,AFRICA ENERGY CORP,HPMCF,United States of America,USD
271,ILS,AFRICA ISRAEL RESIDENCES LTD,AFRE,IL0010979487,AFRICA ISRAEL RESIDENCES LTD,AFRE,Israel,ILS
272,USD,AFRICA OIL CORP,CURRENT,CA00829Q1019,AFRICA OIL CORP,AOIFF,United States of America,USD
273,USD,AFRICAN COPPER CORP,ACCS,US00830V1070,AFRICAN COPPER CORP,ACCS,,USD
274,AUD,AFRICAN GOLD LTD,A1G,AU0000036949,AFRICAN GOLD LTD,A1G,Australia,AUD
275,USD,AFRICAN METALS CORP,AFMCF,CA0082872031,AFRICAN METALS CORP,AFMCF,,USD
276,USD,AFRICAN MINERALS LTD,AMLZF,BMG0114P1005,AFRICAN MINERALS LTD,AMLZF,United States of America,USD
277,ZAR,AFRICAN RAINBOW MINERALS LTD,ARI,ZAE000054045,AFRICAN RAINBOW MINERALS LTD,ARI,South Africa,ZAR
278,GBP,AFRITIN MINING LTD,ASQ1,GG00BD95V148,AFRITIN MINING LTD,ATM,United Kingdom,GBP
279,USD,AFTERMASTER INC,NOINFO,US00831X1028,AFTERMASTER INC,AFTM,United States of America,USD
280,AUD,AFTERPAY HOLDINGS LTD,AFY,AU000000AFY2,AFTERPAY HOLDINGS LTD,AFY,,AUD
281,USD,AG GROWTH INTERNATIONAL INC,CURRENT,CA0011811068,AG GROWTH INTERNATIONAL INC,AGGZF,United States of America,USD
282,USD,AG MORTGAGE INVESTMENT TRUST,MITT,US0012285013,AG MORTGAGE INVESTMENT TRUST,MITT,United States of America,USD
283,INR,AGARWAL INDUSTRIAL CORPORATI,AGARIND,INE204E01012,AGARWAL INDUSTRIAL CORPORATI,AGARIND,India,INR
284,JPY,AGC INC,5201,JP3112000009,AGC INC,5201,Germany,JPY
285,USD,AGCO CORP,AGCO,US0010841023,AGCO CORP,AGCO,Germany,USD
286,USD,AGEAGLE AERIAL SYSTEMS INC,UAVS,US00848K1016,AGEAGLE AERIAL SYSTEMS INC,UAVS,United States of America,USD
287,AUD,AGENCY GROUP AUSTRALIA LTD,AU1,AU000000AU12,AGENCY GROUP AUSTRALIA LTD,AU1,Australia,AUD
288,USD,AGENT INFORMATION SOFTWARE I,CURRENT,US00847D1081,AGENT INFORMATION SOFTWARE I,AIFS,United States of America,USD
289,USD,AGENT155 MEDIA CORP,AGMC,US00845C1027,AGENT155 MEDIA CORP,AGMC,,USD
290,USD,AGENUS INC,SCM,US00847G7051,AGENUS INC,AGEN,United States of America,USD
291,USD,AGEX THERAPEUTICS INC,AGE,US00848H1086,AGEX THERAPEUTICS INC,AGE,United States of America,USD
292,USD,AGF MANAGEMENT LTD-CLASS B,CURRENT,CA0010921058,AGF MANAGEMENT LTD-CLASS B,AGFMF,United States of America,USD
293,USD,AGFA GEVAERT NV-UNSPON ADR,LIMITED,US00846M1099,AGFA GEVAERT NV-UNSPON ADR,AFGVY,United States of America,USD
294,GBP,AGGREKO PLC,AGK,GB00BK1PTB77,AGGREKO PLC,AGK,United Kingdom,GBP
295,HKD,AGILE GROUP HOLDINGS LTD,3383,KYG011981035,AGILE GROUP HOLDINGS LTD,3383,Hong Kong,HKD
296,USD,AGILE THERAPEUTICS INC,SCM,US00847L2097,AGILE THERAPEUTICS INC,AGRX,United States of America,USD
297,USD,AGILENT TECHNOLOGIES INC,A,US00846U1016,AGILENT TECHNOLOGIES INC,A,Mexico,
298,USD,AGILYSYS INC,NMS,US00847J1051,AGILYSYS INC,AGYS,United States of America,USD
299,USD,AGIOS PHARMACEUTICALS INC,NMS,US00847X1046,AGIOS PHARMACEUTICALS INC,AGIO,Mexico,USD
300,EUR,AGIPLAN TECHNOSOFT AG,AGI,DE0005870356,AGIPLAN TECHNOSOFT AG,AGI,,EUR
301,CAD,AGJUNCTION INC,AJX,CA00847V1085,AGJUNCTION INC,AJX,Canada,CAD
302,AUD,AGL ENERGY LTD,AGL,AU000000AGL7,AGL ENERGY LTD,AGL,Australia,AUD
303,USD,AGL RESOURCES INC,GAS,US0012041069,AGL RESOURCES INC,GAS,,USD
304,USD,AGM GROUP HOLDINGS INC,SCM,VGG0132V1058,AGM GROUP HOLDINGS INC,AGMH,United States of America,USD
305,USD,AGNC INVESTMENT CORP,NMS,US00123Q6098,AGNC INVESTMENT CORP,AGNCM,United States of America,USD
306,USD,AGNICO EAGLE MINES LTD,AEM,CA0084741085,AGNICO EAGLE MINES LTD,AEM,Canada,USD
307,USD,AGORA HOLDINGS INC,AGHI,US00848N3035,AGORA HOLDINGS INC,AGHI,United States of America,USD
308,JPY,AGORA HOSPITALITY GROUP CO L,9704,JP3561200001,AGORA HOSPITALITY GROUP CO L,9704,Japan,JPY
309,JPY,AGRATIO URBAN DESIGN INC,3467,JP3108170006,AGRATIO URBAN DESIGN INC,3467,Japan,JPY
310,USD,AGRIA CORP - ADR,GRO,US00850H1032,AGRIA CORP - ADR,GRO,,USD
311,HKD,AGRICULTURAL BANK OF CHINA-H,1288,CNE100000Q43,AGRICULTURAL BANK OF CHINA-H,1288,Hong Kong,HKD
312,USD,AGRIEURO CORP,EURI,US00853R1086,AGRIEURO CORP,EURI,,USD
313,AUD,AGRIMIN LTD,AMN,AU000000AMN1,AGRIMIN LTD,AMN,Australia,AUD
314,CAD,AGRIMINCO CORP,ANO,CA00855X1033,AGRIMINCO CORP,ANO,,CAD
315,CAD,AGRIOS GLOBAL HOLDINGS LTD,AGRO,CA00856K1003,AGRIOS GLOBAL HOLDINGS LTD,AGRO,Canada,CAD
316,USD,AGRITECH WORLDWIDE INC,FBER,US00856P1093,AGRITECH WORLDWIDE INC,FBER,,USD
317,USD,AGRITEK HOLDINGS INC,NOINFO,US00856J2024,AGRITEK HOLDINGS INC,AGTK,United States of America,USD
318,GBP,AGRITERRA LTD,AMSM,GG00BDG13C09,AGRITERRA LTD,AGTA,United Kingdom,GBP
319,USD,AGRIUM INC,AGU,CA0089161081,AGRIUM INC,AGU,,USD
320,USD,AGRO CAPITAL MANAGEMENT CORP,CURRENT,US00856H3057,AGRO CAPITAL MANAGEMENT CORP,ACMB,United States of America,USD
321,INR,AGRO PHOS INDIA LTD,AGROPHOS,INE740V01019,AGRO PHOS INDIA LTD,AGROPHOS,India,INR
322,INR,AGRO TECH FOODS LTD,ATFL,INE209A01019,AGRO TECH FOODS LTD,ATFL,India,INR
323,JPY,AGRO-KANESHO CO LTD,4955,JP3108200001,AGRO-KANESHO CO LTD,4955,Japan,JPY
324,USD,AGROFRESH SOLUTIONS INC,NMS,US00856G1094,AGROFRESH SOLUTIONS INC,AGFS,United States of America,USD
325,PLN,AGROLIGA GROUP PLC,AGL,CY0101452114,AGROLIGA GROUP PLC,AGL,Poland,PLN
326,PLN,AGROTON PUBLIC LTD,AGT,CY0101062111,AGROTON PUBLIC LTD,AGT,Poland,PLN
327,HKD,AGTECH HOLDINGS LTD,8279,BMG0135Z1032,AGTECH HOLDINGS LTD,8279,Hong Kong,HKD
328,CAD,AGUIA RESOURCES LTD,AGRL,AU000000AGR4,AGUIA RESOURCES LTD,AGRL,Australia,CAD
329,INR,AHIMSA INDUSTRIES LTD,AHIMSA,INE136T01014,AHIMSA INDUSTRIES LTD,AHIMSA,India,INR
330,JPY,AHRESTY CORP,5852,JP3100600000,AHRESTY CORP,5852,Japan,JPY
331,JPY,AI HOLDINGS CORP,3076,JP3105090009,AI HOLDINGS CORP,3076,Japan,JPY
332,USD,AI POWERED EQUITY ETF,AIEQ,US26924G8134,AI POWERED EQUITY ETF,AIEQ,,USD
333,INR,AIA ENGINEERING LTD,AIAENG,INE212H01026,AIA ENGINEERING LTD,AIAENG,India,INR
334,HKD,AIA GROUP LTD,1299,HK0000069689,AIA GROUP LTD,1299,Hong Kong,HKD
335,JPY,AICHI STEEL CORP,5482,JP3103600007,AICHI STEEL CORP,5482,Japan,JPY
336,JPY,AIDA ENGINEERING LTD,6118,JP3102400003,AIDA ENGINEERING LTD,6118,Japan,JPY
337,JPY,AIFUL CORP,8515,JP3105040004,AIFUL CORP,8515,Japan,JPY
338,JPY,AIGAN CO LTD,9854,JP3101000002,AIGAN CO LTD,9854,Japan,JPY
339,USD,AILERON THERAPEUTICS INC,SCM,US00887A1051,AILERON THERAPEUTICS INC,ALRN,United States of America,USD
340,USD,AIMMUNE THERAPEUTICS INC,AIMT,US00900T1079,AIMMUNE THERAPEUTICS INC,AIMT,United States of America,USD
341,JPY,AIN HOLDINGS INC,9627,JP3105250009,AIN HOLDINGS INC,9627,Japan,JPY
342,SEK,AINO HEALTH AB,AINO,SE0009242555,AINO HEALTH AB,AINO,Sweden,SEK
343,AUD,AINSWORTH GAME TECHNOLOGY LT,AGI,AU000000AGI3,AINSWORTH GAME TECHNOLOGY LT,AGI,Australia,AUD
344,JPY,AIPHONE CO LTD,6718,JP3105050003,AIPHONE CO LTD,6718,Japan,JPY
345,EUR,AIR BERLIN PLC,XETRA,GB00B128C026,AIR BERLIN PLC,AB1,Germany,EUR
346,CAD,AIR CANADA,AC,CA0089118776,AIR CANADA,AC,Canada,CAD
347,USD,AIR CHINA LTD-SPONSORED-ADR,CURRENT,US00910M1009,AIR CHINA LTD-SPONSORED-ADR,AIRYY,United States of America,USD
348,EUR,AIR FRANCE-KLM,XETRA,FR0000031122,AIR FRANCE-KLM,AF,France,EUR
349,USD,AIR PRODUCTS & CHEMICALS INC,APD,US0091581068,AIR PRODUCTS & CHEMICALS INC,APD,United States of America,
350,INR,AIRAN LTD,AIRAN,INE645W01026,AIRAN LTD,AIRAN,India,INR
351,USD,AIRBORNE SECURITY & PROTECTI,NOINFO,US00927Q1022,AIRBORNE SECURITY & PROTECTI,ABPR,United States of America,USD
352,USD,AIRBORNE WIRELESS NETWORK,NOINFO,US00928L3006,AIRBORNE WIRELESS NETWORK,ABWN,United States of America,USD
353,CAD,AIRBOSS OF AMERICA CORP,BOS,CA00927V2003,AIRBOSS OF AMERICA CORP,BOS,Canada,CAD
354,EUR,AIRBUS SE,AIR,NL0000235190,AIRBUS SE,AIR,France,EUR
355,USD,AIRCASTLE LTD,AYR,BMG0129K1045,AIRCASTLE LTD,AYR,,USD
356,USD,AIRGAIN INC,SCM,US00938A1043,AIRGAIN INC,AIRG,United States of America,USD
357,USD,AIRGAS INC,ARG,US0093631028,AIRGAS INC,ARG,,
358,CAD,AIRIQ INC,IQ,CA0091204036,AIRIQ INC,IQ,Canada,CAD
359,USD,AIRNET TECHNOLOGY INC-ADR,SCM,US00941Q1040,AIRNET TECHNOLOGY INC-ADR,ANTE,United States of America,USD
360,EUR,AIROPACK TECHNOLOGY GROUP AG,CSSA,CH0242606942,AIROPACK TECHNOLOGY GROUP AG,CSSA,Switzerland,EUR
361,ILS,AIRPORT CITY LTD,ARPT,IL0010958358,AIRPORT CITY LTD,ARPT,Israel,ILS
362,JPY,AIRPORT FACILITIES CO LTD,8864,JP3266050008,AIRPORT FACILITIES CO LTD,8864,Japan,JPY
363,USD,AIRPORTS OF THAILAND PCL-ADR,LIMITED,US00950R1005,AIRPORTS OF THAILAND PCL-ADR,AIPUY,United States of America,USD
364,USD,AIRSPAN NETWORKS INC,AIRO,US00950H3003,AIRSPAN NETWORKS INC,AIRO,United States of America,USD
365,JPY,AIRTECH JAPAN LTD,6291,JP3688100001,AIRTECH JAPAN LTD,6291,Japan,JPY
366,GBP,AIRTEL AFRICA PLC,SET1,GB00BKDRYJ47,AIRTEL AFRICA PLC,AAF,United Kingdom,GBP
367,USD,AIRTOUCH COMMUNICATIONS INC,ATCH,US00951E1082,AIRTOUCH COMMUNICATIONS INC,ATCH,United States of America,USD
368,JPY,AIRTRIP CORP,6191,JP3167240005,AIRTRIP CORP,6191,Japan,JPY
369,JPY,AISAN INDUSTRY CO LTD,7283,JP3101600009,AISAN INDUSTRY CO LTD,7283,Japan,JPY
370,JPY,AISAN TECHNOLOGY CO LTD,4667,JP3101800005,AISAN TECHNOLOGY CO LTD,4667,Japan,JPY
371,CNH,AISINO CORP-A,600271,CNE000001FB1,AISINO CORP-A,600271,China,CNH
372,USD,AISYSTEMS INC,ASYI,US0014361044,AISYSTEMS INC,ASYI,,USD
373,JPY,AIT CORP,9381,JP3160050005,AIT CORP,9381,Japan,JPY
374,EUR,AIXTRON SE,XETRA,DE000A0WMPJ6,AIXTRON SE,AIXA,Germany,EUR
375,GBP,AJ BELL PLC,STMM,GB00BFZNLB60,AJ BELL PLC,AJB,United Kingdom,GBP
376,AUD,AJ LUCAS GROUP LIMITED,AJL,AU000000AJL1,AJ LUCAS GROUP LIMITED,AJL,Australia,AUD
377,INR,AJANTA PHARMA LTD,AJANTPHAR,INE031B01049,AJANTA PHARMA LTD,AJANTPHAR,India,INR
378,JPY,AJINOMOTO CO INC,2802,JP3119600009,AJINOMOTO CO INC,2802,Japan,JPY
379,INR,AJMERA REALTY & INFRA INDIA,AJMERA,INE298G01027,AJMERA REALTY & INFRA INDIA,AJMERA,India,INR
380,HKD,AK MEDICAL HOLDINGS LTD,1789,KYG020141019,AK MEDICAL HOLDINGS LTD,1789,Hong Kong,HKD
381,USD,AK STEEL HOLDING CORP,AKS,US0015471081,AK STEEL HOLDING CORP,AKS,Mexico,
382,USD,AKAMAI TECHNOLOGIES INC,NMS,US00971T1016,AKAMAI TECHNOLOGIES INC,AKAM,United States of America,
383,USD,AKARI THERAPEUTICS PLC-ADR,SCM,US00972G1085,AKARI THERAPEUTICS PLC-ADR,AKTX,United States of America,USD
384,JPY,AKATSUKI EAZIMA CO LTD,1997,JP3131000006,AKATSUKI EAZIMA CO LTD,1997,Japan,JPY
385,USD,AKCEA THERAPEUTICS INC,AKCA,US00972L1070,AKCEA THERAPEUTICS INC,AKCA,United States of America,USD
386,USD,AKEBIA THERAPEUTICS INC,NMS,US00972D1054,AKEBIA THERAPEUTICS INC,AKBA,United States of America,USD
387,JPY,AKEBONO BRAKE INDUSTRY CO,7238,JP3108400007,AKEBONO BRAKE INDUSTRY CO,7238,Japan,JPY
388,NOK,AKER ASA-A SHARES,AKER,NO0010234552,AKER ASA-A SHARES,AKER,Norway,NOK
389,USD,AKER SOLUTIONS ASA-UNSP ADR,LIMITED,US00973M1045,AKER SOLUTIONS ASA-UNSP ADR,AKRYY,United States of America,USD
390,USD,AKERNA CORP,SCM,US00973W1027,AKERNA CORP,KERN,United States of America,USD
391,USD,AKERO THERAPEUTICS INC,NMS,US00973Y1082,AKERO THERAPEUTICS INC,AKRO,United States of America,USD
392,JPY,AKIKAWA FOODS & FARMS CO LTD,1380,JP3107400008,AKIKAWA FOODS & FARMS CO LTD,1380,Japan,JPY
393,JPY,AKITA BANK LTD/THE,8343,JP3107600003,AKITA BANK LTD/THE,8343,Japan,JPY
394,USD,AKITA DRILLING LTD-CL A,CURRENT,CA0099051009,AKITA DRILLING LTD-CL A,AKTAF,United States of America,USD
395,USD,AKORN INC,AKRXQ,US0097281069,AKORN INC,AKRXQ,United States of America,USD
396,USD,AKOUSTIS TECHNOLOGIES INC,SCM,US00973N1028,AKOUSTIS TECHNOLOGIES INC,AKTS,United States of America,USD
397,INR,AKSH OPTIFIBRE LIMITED,AKSHOPTFB,INE523B01011,AKSH OPTIFIBRE LIMITED,AKSHOPTFB,India,INR
398,INR,AKSHARCHEM INDIA LTD,AKSHARCHE,INE542B01011,AKSHARCHEM INDIA LTD,AKSHARCHE,India,INR
399,EUR,AKTIA BANK OYJ,AKTIA,FI4000058870,AKTIA BANK OYJ,AKTIA,Finland,EUR
400,NOK,AKVA GROUP ASA,AKVA,NO0003097503,AKVA GROUP ASA,AKVA,Norway,NOK
401,INR,AKZO NOBEL INDIA LTD,AKZOINDIA,INE133A01011,AKZO NOBEL INDIA LTD,AKZOINDIA,India,INR
402,EUR,AKZO NOBEL N.V.,AKZA,NL0013267909,AKZO NOBEL N.V.,AKZA,Netherlands,EUR
403,HKD,AL GROUP LTD,8360,KYG0149T1195,AL GROUP LTD,8360,Hong Kong,HKD
404,USD,ALABAMA AIRCRAFT INDUSTRIES,NOINFO,US01023E1001,ALABAMA AIRCRAFT INDUSTRIES,AAIIQ,United States of America,USD
405,CAD,ALACER GOLD CORP,ASR,CA0106791084,ALACER GOLD CORP,ASR,Canada,CAD
406,USD,ALADDIN SEPARATION TECH INC,ASPT,US01073B1052,ALADDIN SEPARATION TECH INC,ASPT,,USD
407,USD,ALAMO GROUP INC,ALG,US0113111076,ALAMO GROUP INC,ALG,United States of America,USD
408,USD,ALAMOS GOLD INC-CLASS A,AGI,CA0115321089,ALAMOS GOLD INC-CLASS A,AGI,Canada,USD
409,USD,ALANCO TECHNOLOGIES INC,NOINFO,US0116127020,ALANCO TECHNOLOGIES INC,ALAN,United States of America,USD
410,INR,ALANKIT LTD,ALANKIT,INE914E01040,ALANKIT LTD,ALANKIT,India,INR
411,AUD,ALARA RESOURCES LTD,AUQ,AU000000AUQ7,ALARA RESOURCES LTD,AUQ,Australia,AUD
412,USD,ALARM.COM HOLDINGS INC,NMS,US0116421050,ALARM.COM HOLDINGS INC,ALRM,United States of America,USD
413,USD,ALASKA AIR GROUP INC,ALK,US0116591092,ALASKA AIR GROUP INC,ALK,Germany,
414,USD,ALASKA GOLD CORP,AKGC,US0117061087,ALASKA GOLD CORP,AKGC,,USD
415,USD,ALASKA PACIFIC ENERGY CORP,NOINFO,US0117584062,ALASKA PACIFIC ENERGY CORP,ASKE,United States of America,USD
416,USD,ALASKA POWER & TELEPHONE CO,LIMITED,US0117642068,ALASKA POWER & TELEPHONE CO,APTL,United States of America,USD
417,GBP,ALBA MINERAL RESOURCES PLC,ASQ1,GB00B06KBB18,ALBA MINERAL RESOURCES PLC,ALBA,United Kingdom,GBP
418,EUR,ALBA SE,XETRA,DE0006209901,ALBA SE,ABA,Germany,EUR
419,USD,ALBANY INTL CORP-CL A,AIN,US0123481089,ALBANY INTL CORP-CL A,AIN,United States of America,USD
420,USD,ALBEMARLE CORP,ALB,US0126531013,ALBEMARLE CORP,ALB,Germany,
421,INR,ALBERT DAVID LTD,ALBERTDAV,INE155C01010,ALBERT DAVID LTD,ALBERTDAV,India,INR
422,JPY,ALBERT INC,3906,JP3126460009,ALBERT INC,3906,Japan,JPY
423,USD,ALBERTON ACQUISITION CORP,ALAC,VGG350061088,ALBERTON ACQUISITION CORP,ALAC,United States of America,USD
424,GBP,ALBION DEVELOPMENT VCT PLC,SSQ3,GB0004832472,ALBION DEVELOPMENT VCT PLC,AADV,United Kingdom,GBP
425,GBP,ALBION TECHNOLOGY & GENERAL,SSQ3,GB0005581672,ALBION TECHNOLOGY & GENERAL,AATG,United Kingdom,GBP
426,USD,ALBIREO PHARMA INC,SCM,US01345P1066,ALBIREO PHARMA INC,ALBO,Germany,USD
427,SEK,ALCADON GROUP AB,ALCAD,SE0008732218,ALCADON GROUP AB,ALCAD,Sweden,SEK
428,USD,ALCATEL-LUCENT-SPONSORED ADR,ALU,US0139043055,ALCATEL-LUCENT-SPONSORED ADR,ALU,,USD
429,GBP,ALCENTRA EUROPEAN FLOATING R,AEFS,GG00BL649943,ALCENTRA EUROPEAN FLOATING R,AEFS,United Kingdom,GBP
430,INR,ALCHEMIST LTD,ALCHEM,INE964B01033,ALCHEMIST LTD,ALCHEM,India,INR
431,USD,ALCHEMY CREATIVE INC,ALMY,US01374L1098,ALCHEMY CREATIVE INC,ALMY,,USD
432,AUD,ALCHEMY RESOURCES LTD,ALY,AU000000ALY0,ALCHEMY RESOURCES LTD,ALY,Australia,AUD
433,AUD,ALCIDION GROUP LTD,ALC,AU000000ALC6,ALCIDION GROUP LTD,ALC,Australia,AUD
434,USD,ALCOA CORP,AA,US0138721065,ALCOA CORP,AA,Mexico,
435,JPY,ALCONIX CORP,3036,JP3126210008,ALCONIX CORP,3036,Japan,JPY
436,CAD,ALDEBARAN RESOURCES INC,ALDE,CA01408J1049,ALDEBARAN RESOURCES INC,ALDE,Canada,CAD
437,AUD,ALDERAN RESOURCES LTD,AL8,AU000000AL88,ALDERAN RESOURCES LTD,AL8,Australia,AUD
438,GBP,ALDERMORE GROUP PLC,ALD,GB00BQQMCJ47,ALDERMORE GROUP PLC,ALD,,GBP
439,CAD,ALDERON IRON ORE CORP,IRON,CA01434T1003,ALDERON IRON ORE CORP,IRON,,USD
440,USD,ALDEYRA THERAPEUTICS INC,SCM,US01438T1060,ALDEYRA THERAPEUTICS INC,ALDX,United States of America,USD
441,EUR,ALDRIDGE MINERALS INC,AIW,CA0144301029,ALDRIDGE MINERALS INC,AIW,,CAD
442,AUD,ALE PROPERTY GROUP,LEP,AU000000LEP0,ALE PROPERTY GROUP,LEP,Australia,AUD
443,CAD,ALEAFIA HEALTH INC,AH,CA01444Q1046,ALEAFIA HEALTH INC,AH,Canada,CAD
444,USD,ALECTOR INC,NMS,US0144421072,ALECTOR INC,ALEC,United States of America,USD
445,SEK,ALELION ENERGY SYSTEMS AB,ALELIO,SE0008348072,ALELION ENERGY SYSTEMS AB,ALELIO,Sweden,SEK
446,INR,ALEMBIC LIMITED,ALEMBICLT,INE426A01027,ALEMBIC LIMITED,ALEMBICLT,India,INR
447,INR,ALEMBIC PHARMACEUTICALS LTD,APLLTD,INE901L01018,ALEMBIC PHARMACEUTICALS LTD,APLLTD,India,INR
448,USD,ALERUS FINANCIAL CORP,SCM,US01446U1034,ALERUS FINANCIAL CORP,ALRS,United States of America,USD
449,USD,ALEXANDER & BALDWIN INC,ALEX,US0144911049,ALEXANDER & BALDWIN INC,ALEX,United States of America,USD
450,CAD,ALEXANDRIA MINERALS CORP,AZX,CA0151001009,ALEXANDRIA MINERALS CORP,AZX,,CAD
451,CAD,ALEXCO RESOURCE CORP,AXU,CA01535P1062,ALEXCO RESOURCE CORP,AXU,United States of America,USD
452,USD,ALEXION PHARMACEUTICALS INC,ALXN,US0153511094,ALEXION PHARMACEUTICALS INC,ALXN,Germany,
453,AUD,ALEXIUM INTERNATIONAL GROUP,AJX,AU000000AJX6,ALEXIUM INTERNATIONAL GROUP,AJX,Australia,AUD
454,USD,ALEXZA PHARMACEUTICALS INC,ALXA,US0153842093,ALEXZA PHARMACEUTICALS INC,ALXA,,USD
455,GBP,ALFA FINANCIAL SOFTWARE HOLD,SSMM,GB00BDHXPG30,ALFA FINANCIAL SOFTWARE HOLD,ALFA,United Kingdom,GBP
456,SEK,ALFA LAVAL AB,ALFA,SE0000695876,ALFA LAVAL AB,ALFA,Sweden,SEK
457,JPY,ALFRESA HOLDINGS CORP,2784,JP3126340003,ALFRESA HOLDINGS CORP,2784,Japan,JPY
458,USD,ALGERNON PHARMACEUTICALS INC,AGNPF,CA01559R4008,ALGERNON PHARMACEUTICALS INC,AGNPF,United States of America,USD
459,CAD,ALGOMA CENTRAL CORP,ALC,CA0156441077,ALGOMA CENTRAL CORP,ALC,Canada,CAD
460,CAD,ALGONQUIN POWER & UTILITIES,AQN,CA0158571053,ALGONQUIN POWER & UTILITIES,AQN,United States of America,USD
